CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
12518000,TERESITA,BLVD,,MELROSE AVE,EDNA ST,25,,,,,,,,"LINESTRING (-122.44576900461931 37.73384535009901, -122.4460095695872 37.73381203611931, -122.44617369856194 37.73381918313066, -122.4463792045232 37.7338887431399, -122.44652305849031 37.73398747414229)"
12519000,TERESITA,BLVD,,EDNA ST,VERNA ST,25,,,,,,,,"LINESTRING (-122.44652305849031 37.73398747414229, -122.44683600742229 37.734171875149926, -122.44703584438378 37.73424700015827, -122.44730567333988 37.734278131175365, -122.44831807418919 37.73427469424945)"
12508000,TERESITA,BLVD,,ARROYO WAY,ARROYO WAY,25,,,,,,,,"LINESTRING (-122.44695703277408 37.73962478070976, -122.44667902382365 37.739555386695216)"
12510000,TERESITA,BLVD,,EL SERENO CT,RIO CT,25,,,,,,,,"LINESTRING (-122.44619238795109 37.73908095969879, -122.44611035398343 37.73890723870715, -122.44609796200699 37.73871924672172, -122.44616908303665 37.73837062275558)"
12499000,TERESITA,BLVD,,JUANITA WAY,FOWLER AVE,25,,,,,,,,"LINESTRING (-122.45161248751579 37.744497874648076, -122.45143811456288 37.744315948650346, -122.45134203159569 37.74415660265641, -122.4513217986239 37.74393828467296, -122.45145456663448 37.74367560070425, -122.45159342462192 37.743605051720216)"
12498000,TERESITA,BLVD,,PORTOLA DR,JUANITA WAY,25,,,,,,,,"LINESTRING (-122.4522556393422 37.74516887263978, -122.45161248751579 37.744497874648076)"
12513000,TERESITA,BLVD,,MARIETTA DR,FOERSTER ST,25,,,,,,,,"LINESTRING (-122.44621341815356 37.73730165284681, -122.44582414424934 37.73697581184524, -122.4457184252932 37.736733060857574, -122.44573214831831 37.736498195877914, -122.44580514632507 37.73634516489582, -122.44593814832119 37.73620691891689, -122.44608902330965 37.73611172393576, -122.44624289330112 37.73598696495723, -122.44636622430846 37.73576409098453, -122.44639214232387 37.735597302000144)"
12517000,TERESITA,BLVD,,STILLINGS AVE,MELROSE AVE,25,,,,,,,,"LINESTRING (-122.44534042360254 37.734543855010244, -122.44533708662925 37.734317251028685, -122.44537239463291 37.73424026903761, -122.4456819666184 37.73396582908276, -122.44576900461931 37.73384535009901)"
12501000,TERESITA,BLVD,,EVELYN WAY,MARIETTA DR,25,,,,,,,,"LINESTRING (-122.45097599378843 37.74296171772811, -122.4507712498464 37.742724992732626)"
12507000,TERESITA,BLVD,,GAVIOTA WAY,ARROYO WAY,25,,,,,,,,"LINESTRING (-122.44783830861698 37.739845756755834, -122.44695703277408 37.73962478070976)"
12516000,TERESITA,BLVD,,LOS PALMOS DR,STILLINGS AVE,25,,,,,,,,"LINESTRING (-122.44582126649456 37.73485767801944, -122.44534042360254 37.734543855010244)"
12520000,TERESITA,BLVD,,VERNA ST,FOERSTER ST,25,,,,,,,,"LINESTRING (-122.44831807418919 37.73427469424945, -122.44887994010561 37.734271998290595)"
12503000,TERESITA,BLVD,,AGUA WAY,ISOLA WAY,25,,,,,,,,"LINESTRING (-122.45063086692589 37.74221811576413, -122.45059020197516 37.74184481279191)"
12509000,TERESITA,BLVD,,ARROYO WAY,EL SERENO CT,25,,,,,,,,"LINESTRING (-122.44667902382365 37.739555386695216, -122.44636531989799 37.739317075691986, -122.44621438994263 37.739125575696725, -122.44619238795109 37.73908095969879)"
12500000,TERESITA,BLVD,,FOWLER AVE,EVELYN WAY,25,,,,,,,,"LINESTRING (-122.45159342462192 37.743605051720216, -122.45097599378843 37.74296171772811)"
12506000,TERESITA,BLVD,,SEQUOIA WAY,GAVIOTA WAY,25,,,,,,,,"LINESTRING (-122.44896901836843 37.740536434781355, -122.44857864245904 37.740256245776, -122.44821523553934 37.740030622768096, -122.44783830861698 37.739845756755834)"
12521000,TERRA VISTA,AVE,,ELLIS ST,BAKER ST,0,,,,,,,,"LINESTRING (-122.44132628179757 37.781230524875824, -122.44142150678326 37.78123129688274, -122.44165771273533 37.781340460890995, -122.44196066167127 37.78150259089983, -122.44211442964581 37.78152393190929)"
12526000,TERRA VISTA,AVE,,BARCELONA AVE,ANZAVISTA AVE,0,,,,,,,,"LINESTRING (-122.4446053623291 37.78104762513046, -122.4448184603061 37.78097202715222, -122.44509511827225 37.78090777717773, -122.44531148524379 37.7808743641963, -122.44549549321603 37.78087641720959)"
12524000,TERRA VISTA,AVE,,SONORA LN,ENCANTO AVE,0,,,,,,,,"LINESTRING (-122.44365267343089 37.78139662303216, -122.4438408674067 37.78136281704871)"
12523000,TERRA VISTA,AVE,,FORTUNA AVE,SONORA LN,0,,,,,,,,"LINESTRING (-122.44295896052768 37.781455453976626, -122.44337073246962 37.78142563900914, -122.44365267343089 37.78139662303216)"
12522000,TERRA VISTA,AVE,,BAKER ST,FORTUNA AVE,0,,,,,,,,"LINESTRING (-122.44211442964581 37.78152393190929, -122.44249690659153 37.78149972593926, -122.44295896052768 37.781455453976626)"
12525000,TERRA VISTA,AVE,,ENCANTO AVE,BARCELONA AVE,0,,,,,,,,"LINESTRING (-122.4438408674067 37.78136281704871, -122.44395229339294 37.78133846005883, -122.44418114036748 37.78126306208176, -122.44439578934693 37.78116402510554, -122.4446053623291 37.78104762513046)"
12528000,TERRACE,DR,,SANTA CLARA AVE,TERRACE WALK,0,,,,,,,,"LINESTRING (-122.46570224323538 37.73738737026026, -122.46513446634762 37.73714911923849, -122.46444406448924 37.73681515721562, -122.46396967559318 37.736527593204734, -122.46388349062983 37.7363221522153)"
12529000,TERRACE,WALK,,YERBA BUENA AVE,TERRACE DR,0,,,,,,,,"LINESTRING (-122.46312237266291 37.737018418102586, -122.46323377664285 37.73704798910825, -122.46328141863656 37.737041337112295, -122.46388349062983 37.7363221522153)"
12527000,TERRACE,DR,,PORTOLA DR,SANTA CLARA AVE,0,,,,,,,,"LINESTRING (-122.46749702190348 37.73794272534543, -122.4667000860471 37.73772867230495, -122.46626607212815 37.737587424284904, -122.46570224323538 37.73738737026026)"
12530000,TERRACE,WALK,,TERRACE DR,SAN ANSELMO AVE,0,,,,,,,,"LINESTRING (-122.46388349062983 37.7363221522153, -122.46427823262603 37.7358455022833, -122.46419126065548 37.73570271528873)"
12532000,TERRY A FRANCOIS,BLVD,,MISSION ROCK ST,MARIPOSA ST,0,,,,,,,,"LINESTRING (-122.38739417377364 37.773334494587196, -122.38691660896932 37.77226181864077, -122.38652546013145 37.771367549686, -122.38571138639576 37.77013747872801, -122.38551620966267 37.76808524188299, -122.38567053270286 37.76753898993932, -122.3859199587254 37.76702200600017, -122.38623509075121 37.76639183107519, -122.3866020467808 37.76566291516206, -122.38707707777593 37.765090711243964, -122.38740206877212 37.764703899299555, -122.38759326976971 37.76447767633217, -122.38790360173527 37.76437442436332)"
12531000,TERRY A FRANCOIS,BLVD,,03RD ST,MISSION ROCK ST,0,,,,,,,,"LINESTRING (-122.39001182903894 37.77629519853417, -122.38811466431031 37.776402268386825, -122.38788479834533 37.776397133370494, -122.38783470736152 37.776321534373054, -122.3877231304308 37.77586785140231, -122.38749678273321 37.77355050757688, -122.38739417377364 37.773334494587196)"
12540000,TEXAS,ST,,MARIPOSA ST,18TH ST,0,,,,,,,,"LINESTRING (-122.39566910662852 37.763902040968965, -122.39554809879355 37.76263298106481)"
12545000,TEXAS,ST,,23RD ST,25TH ST,0,,,,,,,,"LINESTRING (-122.39480070979168 37.754974348641916, -122.39457376812094 37.75242185683592)"
12542000,TEXAS,ST,TEXAS,,,15,true,,,,,,,"LINESTRING (-122.39542478896009 37.76135364316129, -122.39530195712594 37.760079226257425)"
12543000,TEXAS,ST,TEXAS,,,15,true,,,,,,,"LINESTRING (-122.39530195712594 37.760079226257425, -122.39513794435099 37.758347256388284)"
12542000,TEXAS,ST,,19TH ST,20TH ST,15,true,,,,,,,"LINESTRING (-122.39542478896009 37.7613536421613, -122.39530195712594 37.760079226257425)"
12541000,TEXAS,ST,,18TH ST,19TH ST,0,,,,,,,,"LINESTRING (-122.39554809879355 37.76263298106481, -122.39542478896009 37.7613536421613)"
12543000,TEXAS,ST,,20TH ST,SIERRA ST,15,true,,,,,,,"LINESTRING (-122.39530195712594 37.760079226257425, -122.39513794435099 37.758347256388284)"
12539000,TEXAS,ST,,17TH ST,MARIPOSA ST,0,,,,,,,,"LINESTRING (-122.39579356746148 37.76518368787235, -122.39566910662852 37.763902040968965)"
12544000,TEXAS,ST,,SIERRA ST,22ND ST,0,,,,,,,,"LINESTRING (-122.39513794435099 37.758347256388284, -122.39510899839061 37.7580418524114)"
12563000,THE EMBARCADERO,,,TAYLOR ST,POWELL ST,0,,,,,,,,"LINESTRING (-122.4158297053871 37.80896093573142, -122.41532964346104 37.80896759969429, -122.41514975849374 37.80891800868522, -122.41277527085715 37.808844605517564, -122.41254012490344 37.80874909450818, -122.41251061792283 37.80861990251666)"
12553101,THE EMBARCADERO,,,MISSION ST,WASHINGTON ST,30,,,,,,,,"LINESTRING (-122.39248611664273 37.79376386627528, -122.39268850960666 37.79381368828603, -122.39293213854602 37.794022326286594, -122.39318182249032 37.794180155291876, -122.3935351884108 37.79441018329875, -122.39385708233938 37.79461017030582, -122.39419151726017 37.79486186430953, -122.39439405320434 37.79508206830619, -122.39460193314095 37.79536034729846, -122.39488419104421 37.79582966528043, -122.39544564387998 37.796520661264566, -122.39539205686978 37.796677947247694)"
12550102,THE EMBARCADERO,,,HARRISON ST,FOLSOM ST,30,,,,,,,,"LINESTRING (-122.38846797473084 37.789566970327435, -122.3886620196949 37.78962664033675, -122.3890124266098 37.78990804533911, -122.38962403446122 37.79039993634329, -122.38995638638247 37.79065027234697, -122.38999913435612 37.79082200133594)"
12554101,THE EMBARCADERO,,,WASHINGTON ST,BROADWAY,30,,,,,,,,"LINESTRING (-122.39539205686978 37.796677947247694, -122.39554640484629 37.79668113925871, -122.3961733776769 37.79733258325086, -122.39649223955959 37.7979324972248, -122.39758141225097 37.79918697720114, -122.39757820223873 37.79929671819187)"
12554201,THE EMBARCADERO,,,WASHINGTON ST,BROADWAY,30,,,,,,,,"LINESTRING (-122.39539205686978 37.796677947247694, -122.39534744385645 37.79685034823022, -122.396410375563 37.798008276212556, -122.3974675962579 37.79927387118565, -122.39757820223873 37.79929671819187)"
12553201,THE EMBARCADERO,,,MISSION ST,WASHINGTON ST,30,,,,,,,,"LINESTRING (-122.39248611664273 37.79376386627528, -122.3925197236206 37.79391085526566, -122.39325854043028 37.79459846726299, -122.39455095307643 37.79598156324359, -122.39514377091247 37.79663028923344, -122.39539205686978 37.796677947247694)"
12555101,THE EMBARCADERO,,,BROADWAY,VALLEJO ST,30,,,,,,,,"LINESTRING (-122.39757820223873 37.79929671819187, -122.39767369422106 37.79932618019641, -122.39806797710429 37.799823685184286, -122.39806218509327 37.799925915175415)"
12548101,THE EMBARCADERO,,,BRANNAN ST,BRYANT ST,30,,,,,,,,"LINESTRING (-122.38801013235592 37.78476866768947, -122.38816974931902 37.78488079469187, -122.38816145627197 37.78529712265697, -122.38802910809379 37.78700455350656, -122.38778167812059 37.78709229248125)"
12560201,THE EMBARCADERO,,,BAY ST,KEARNY ST,30,,,,,,,,"LINESTRING (-122.40554730519703 37.8066138351723, -122.40562020617 37.80675278016621, -122.40612289907396 37.8069326801882, -122.407170771861 37.807416590225046, -122.40726308884733 37.807415872231836)"
12551102,THE EMBARCADERO,,,FOLSOM ST,HOWARD ST,30,,,,,,,,"LINESTRING (-122.38999913435612 37.79082200133594, -122.39018639333311 37.79077908735316, -122.39049451825578 37.79104847435346, -122.39072684318913 37.79132323034782, -122.39089358713397 37.79158319733856, -122.39102711207545 37.791915682320926, -122.39114606401154 37.79231268729693, -122.39108290700727 37.79243109928257)"
12551202,THE EMBARCADERO,,,FOLSOM ST,HOWARD ST,30,,,,,,,,"LINESTRING (-122.38999913435612 37.79082200133594, -122.39000121033176 37.79102967431895, -122.3901511702884 37.79120982631511, -122.39036480321622 37.791556572302134, -122.39054825214247 37.791955641282634, -122.39074013407532 37.79228657526942, -122.39087232004009 37.7924198232681, -122.39108290700727 37.79243109928257)"
12550202,THE EMBARCADERO,,,HARRISON ST,FOLSOM ST,30,,,,,,,,"LINESTRING (-122.38846797473084 37.789566970327435, -122.38852307469715 37.789786273313375, -122.38976274539382 37.79080200832028, -122.38999913435612 37.79082200133594)"
12549201,THE EMBARCADERO,,,BRYANT ST,HARRISON ST,30,,,,,,,,"LINESTRING (-122.38778167812059 37.78709229248125, -122.38761057513139 37.78721988845826, -122.38754743909529 37.78761241442126, -122.38763588903777 37.787994486396286, -122.38773535597959 37.78836746437278, -122.3878285219255 37.788713787351014, -122.38798557185261 37.78913935332747, -122.38813967479362 37.78944902731321, -122.3882724247583 37.78958244231189, -122.38846797473084 37.789566970327435)"
12559101,THE EMBARCADERO,,,SANSOME ST,BAY ST,30,,,,,,,,"LINESTRING (-122.40357406163231 37.80540708212731, -122.40368601561384 37.80542215613422, -122.40482447235092 37.806219617151875, -122.40548976921309 37.80654955417338, -122.40554730519703 37.8066138351723)"
12555201,THE EMBARCADERO,,,BROADWAY,VALLEJO ST,30,,,,,,,,"LINESTRING (-122.39757820223873 37.79929671819187, -122.39755792223224 37.79937872418359, -122.3979699241115 37.79988811717179, -122.39806218509327 37.799925915175415)"
12556201,THE EMBARCADERO,,,VALLEJO ST,LOMBARD ST,30,,,,,,,,"LINESTRING (-122.39806218509327 37.799925915175415, -122.3980725410822 37.80000789516943, -122.40042958143512 37.802544207132975, -122.40116604322883 37.80337199111866, -122.40192546301682 37.80421933010445, -122.40202119699885 37.80425123910888)"
12547201,THE EMBARCADERO,,,TOWNSEND ST,BRANNAN ST,30,,,,,,,,"LINESTRING (-122.38829285665872 37.78179328895538, -122.38808892768141 37.78186044193497, -122.3880618436569 37.78210679091269, -122.3880325856173 37.78248625387927, -122.38795760556489 37.78303478382854, -122.38782475440485 37.78458635269095, -122.38801013235592 37.78476866768947)"
12557201,THE EMBARCADERO,,,LOMBARD ST,CHESTNUT ST,30,,,,,,,,"LINESTRING (-122.40202119699885 37.80425123910888, -122.40205108298518 37.80433014210453, -122.40309791873786 37.8051117921168, -122.40317494972663 37.80510894412266)"
12549101,THE EMBARCADERO,,,BRYANT ST,HARRISON ST,30,,,,,,,,"LINESTRING (-122.38778167812059 37.78709229248125, -122.38801888907322 37.78719483949016, -122.38800113003235 37.78756998945791, -122.38801432399288 37.787892893432286, -122.38811848291816 37.78840318339781, -122.38825691584155 37.78888458336826, -122.38835190380193 37.78910351435718, -122.38849719874572 37.78940104034327, -122.38846797473084 37.789566970327435)"
12547101,THE EMBARCADERO,,,TOWNSEND ST,BRANNAN ST,30,,,,,,,,"LINESTRING (-122.38829285665872 37.78179328895538, -122.38837236863898 37.78186032195565, -122.38836820260795 37.78213361793287, -122.38833021153343 37.782825225873026, -122.38821089334333 37.7846184587165, -122.38801013235592 37.78476866768947)"
12558101,THE EMBARCADERO,,,CHESTNUT ST,SANSOME ST,30,,,,,,,,"LINESTRING (-122.40317494972663 37.80510894412266, -122.40325008271518 37.80511100212799, -122.40352605665157 37.80530292913236, -122.40357406163231 37.80540708212731)"
12559201,THE EMBARCADERO,,,SANSOME ST,BAY ST,30,,,,,,,,"LINESTRING (-122.40357406163231 37.80540708212731, -122.40360485361904 37.805481694123394, -122.40468285336743 37.806259795138196, -122.40541110921538 37.806631265160895, -122.40554730519703 37.8066138351723)"
12560101,THE EMBARCADERO,,,BAY ST,KEARNY ST,30,,,,,,,,"LINESTRING (-122.40554730519703 37.8066138351723, -122.40570722017216 37.80662234718331, -122.40642176802588 37.80696160920768, -122.40722083685851 37.80737390823221, -122.40726308884733 37.807415872231836)"
12556101,THE EMBARCADERO,,,VALLEJO ST,LOMBARD ST,30,,,,,,,,"LINESTRING (-122.39806218509327 37.799925915175415, -122.3981568370752 37.79995978917954, -122.40050247942777 37.8025138281408, -122.40124507922054 37.803341512126984, -122.40198487701264 37.80417897211216, -122.40202119699885 37.80425123910888)"
12552201,THE EMBARCADERO,,,HOWARD ST,MISSION ST,30,,,,,,,,"LINESTRING (-122.39108290700727 37.79243109928257, -122.39100857999948 37.79259421326367, -122.39120983594843 37.79277485426349, -122.39170598082589 37.79319119826549, -122.3923180246719 37.793728798265896, -122.39248611664273 37.79376386627528)"
12561201,THE EMBARCADERO,,,KEARNY ST,GRANT AVE,30,,,,,,,,"LINESTRING (-122.40726308884733 37.807415872231836, -122.40729826883533 37.80747379222967, -122.40885386252701 37.808125575289814, -122.40903727750185 37.808105806304845)"
12557101,THE EMBARCADERO,,,LOMBARD ST,CHESTNUT ST,30,,,,,,,,"LINESTRING (-122.40202119699885 37.80425123910888, -122.40211368398002 37.8042937161121, -122.40315626573692 37.80504463712658, -122.40317494972663 37.80510894412266)"
12552101,THE EMBARCADERO,,,HOWARD ST,MISSION ST,30,,,,,,,,"LINESTRING (-122.39108290700727 37.79243109928257, -122.39125821797393 37.79249257029031, -122.39138970893568 37.79265269928671, -122.3919828847878 37.79316230928807, -122.3925084386544 37.79363446228763, -122.39248611664273 37.79376386627528)"
12548201,THE EMBARCADERO,,,BRANNAN ST,BRYANT ST,30,,,,,,,,"LINESTRING (-122.38801013235592 37.78476866768947, -122.38778117837958 37.78486026166518, -122.38772436933935 37.78528033462645, -122.3875879311611 37.786992833475324, -122.38778167812059 37.78709229248125)"
12562101,THE EMBARCADERO,,,GRANT AVE,POWELL ST,0,,,,,,,,"LINESTRING (-122.40903727750185 37.808105806304845, -122.40919706447959 37.80809217231769, -122.4105023232661 37.8082499344002, -122.4123945689485 37.80854873151402, -122.41251061792283 37.80861990251666)"
12562201,THE EMBARCADERO,,,GRANT AVE,POWELL ST,0,,,,,,,,"LINESTRING (-122.40903727750185 37.808105806304845, -122.40918482946797 37.80820791030724, -122.41048374325929 37.80833227339202, -122.41238951794094 37.80862016250776, -122.41251061792283 37.80861990251666)"
12561101,THE EMBARCADERO,,,KEARNY ST,GRANT AVE,30,,,,,,,,"LINESTRING (-122.40726308884733 37.807415872231836, -122.40733879783639 37.80741240223764, -122.40886037353445 37.80805278029627, -122.40903727750185 37.808105806304845)"
12558201,THE EMBARCADERO,,,CHESTNUT ST,SANSOME ST,30,,,,,,,,"LINESTRING (-122.40317494972663 37.80510894412266, -122.4031955147166 37.8051691131192, -122.40346289265383 37.80536484812261, -122.40357406163231 37.80540708212731)"
12565000,THERESA,ST,,ALEMANY BLVD,CAYUGA AVE,0,,,,,,,,"LINESTRING (-122.43446543689821 37.72872684269712, -122.43490196380257 37.72898997770724, -122.4351644347393 37.72919840270919, -122.43518255972546 37.7292949527025)"
12566000,THERESA,ST,,CAYUGA AVE,SAN JOSE AVE,0,,,,,,,,"LINESTRING (-122.43518255972546 37.7292949527025, -122.43652355339253 37.73044410570555)"
12567000,THERESA,ST,,SAN JOSE AVE,SAN JOSE AVE,0,,,,,,,,"LINESTRING (-122.43652355339253 37.73044410570555, -122.43687574530581 37.730739255706894)"
12577000,THOMAS,AVE,,ROBBLEE AVE,SILVER AVE,0,,,,,,,,"LINESTRING (-122.3998961253065 37.73528097663815, -122.40016567923489 37.73555213863547, -122.40034412820548 37.735575879646454)"
12573000,THOMAS,AVE,,KEITH ST,LANE ST,0,,,,,,,,"LINESTRING (-122.38940551556028 37.729348943363725, -122.39127655115833 37.73040640941263)"
12574000,THOMAS,AVE,,LANE ST,03RD ST,0,,,,,,,,"LINESTRING (-122.39127655115833 37.73040640941263, -122.39205974798999 37.73085023943307)"
12578000,THOMAS,AVE,,SILVER AVE,END: 2100-2199 BLOCK,0,,,,,,,,"LINESTRING (-122.40034412820548 37.735575879646454, -122.40045014618582 37.73560872165152, -122.40082113210595 37.73581994366109)"
12572000,THOMAS,AVE,,JENNINGS ST,KEITH ST,0,,,,,,,,"LINESTRING (-122.38753750196204 37.72828878331522, -122.38940551556028 37.729348943363725)"
12576000,THOMAS,AVE,,QUINT ST,ROBBLEE AVE,0,,,,,,,,"LINESTRING (-122.39936143544855 37.73474308764361, -122.3998961253065 37.73528097663815)"
12571000,THOMAS,AVE,,INGALLS ST,JENNINGS ST,0,,,,,,,,"LINESTRING (-122.38566899836391 37.727228285266726, -122.38753750196204 37.72828878331522)"
19874000,THOMAS,AVE,,GRAHAM ST,PENA ST,0,,,,,,,,"LINESTRING (-122.4580015842336 37.79910258362635, -122.4575584003251 37.798885073611835)"
12570000,THOMAS,AVE,,HAWES ST,INGALLS ST,0,,,,,,,,"LINESTRING (-122.38379716376656 37.726165836218186, -122.38566899836391 37.727228285266726)"
19740000,THOMAS,CT,,STILWELL RD,END: 0-0 BLOCK,0,,,,,,,,"LINESTRING (-122.48035596157742 37.79325618874095, -122.48033693958851 37.79318518574539, -122.48034515263541 37.79277069577995)"
12568000,THOMAS,AVE,,SELBY ST,ELMIRA ST,0,,,,,,,,"LINESTRING (-122.40249001674648 37.73677185170414, -122.40386314345133 37.73754971674004)"
12575000,THOMAS,AVE,,MADDUX AVE,QUINT ST,0,,,,,,,,"LINESTRING (-122.39832905265337 37.73430638760448, -122.39921733248002 37.734657623640175, -122.39936143544855 37.73474308764361)"
19739000,THOMAS,AVE,,INFANTRY TER,UNNAMED #161,0,,,,,,,,"LINESTRING (-122.46178541087441 37.79733340004832, -122.46194904585012 37.797332684060365, -122.4620725098303 37.79734457906842, -122.46216025081817 37.79733614407555, -122.46221460581282 37.79731257308148, -122.46226982281321 37.79723842309156, -122.4623990258156 37.79705145111635, -122.46247301381766 37.79693863013106, -122.46256370882111 37.796792401149716, -122.46266278282518 37.796630341170214, -122.46274540883628 37.79642845219285, -122.46282852885483 37.79616204122082, -122.46284673186871 37.79601876423391, -122.46285408388364 37.79588089724571, -122.4628003939053 37.79576322525146, -122.46272523092797 37.79566509125405, -122.46263921595154 37.79557236825535, -122.4625223819799 37.79547841525454, -122.46238636400841 37.79540744825044, -122.46223322303743 37.79535420024356, -122.46205499306456 37.79535019123085, -122.4618905520869 37.79536862121732, -122.46177969209776 37.79541754220522, -122.46167392110483 37.79549253419133)"
12569000,THOMAS,AVE,,GRIFFITH ST,HAWES ST,0,,,,,,,,"LINESTRING (-122.38192529716918 37.72510330816969, -122.38379716376656 37.726165836218186)"
12579000,THOMAS MELLON,CIR,,THOMAS MELLON DR,THOMAS MELLON CIR,0,,,,,,,,"LINESTRING (-122.39267135326659 37.710324707173, -122.39260630427619 37.71032575216816, -122.39251439329361 37.71029415916405, -122.39247071130937 37.71021424916749, -122.39249183832837 37.71002168618495, -122.39263376132453 37.70987058620777, -122.39271534931535 37.709844401215854)"
12581000,THOMAS MELLON,CIR,,THOMAS MELLON CIR,HARNEY WAY,0,,,,,,,,"LINESTRING (-122.39271534931535 37.709844401215854, -122.39275624436716 37.709342383260335, -122.39267595840829 37.709089716275344)"
12582201,THOMAS MELLON,DR,,THOMAS MELLON CIR,EXECUTIVE PARK BLVD,0,,,,,,,,"LINESTRING (-122.39267135326659 37.710324707173, -122.39262685226647 37.71038345116492, -122.39256365118895 37.71113808009793, -122.39259582316923 37.71126720108957)"
12582101,THOMAS MELLON,DR,,THOMAS MELLON CIR,EXECUTIVE PARK BLVD,0,,,,,,,,"LINESTRING (-122.39267135326659 37.710324707173, -122.3927155702527 37.71038770017098, -122.392652194175 37.71114443610387, -122.39259582316923 37.71126720108957)"
12580000,THOMAS MELLON,CIR,,THOMAS MELLON DR,THOMAS MELLON CIR,0,,,,,,,,"LINESTRING (-122.39267135326659 37.710324707173, -122.39277282925161 37.71032307618048, -122.39287054724241 37.710276034191466, -122.39290820924306 37.71022168819869, -122.39291700926081 37.71005619121305, -122.39281376929584 37.70988629621958, -122.39271534931535 37.709844401215854)"
12583000,THOMAS MORE,WAY,,BROTHERHOOD WAY,END: 1-99 BLOCK,15,true,,,,,,,"LINESTRING (-122.47272398901278 37.71292243878466, -122.47324611408398 37.711630604928956)"
12583000,THOMAS MORE,WAY,THOMAS MORE,,,15,true,,,,,,,"LINESTRING (-122.47272398901278 37.71292243878466, -122.47324611408398 37.711630604928956)"
12584000,THOR,AVE,,SURREY ST,CHENERY ST,0,,,,,,,,"LINESTRING (-122.43497164201972 37.735677252161345, -122.43405065721333 37.73519187013417, -122.43429032825475 37.73452400220667)"
19743000,THORNBURG,RD,,UNNAMED #146,KENNEDY AVE,0,,,,,,,,"LINESTRING (-122.45137834990773 37.801810754919536, -122.45058745106203 37.80149858088734)"
19742000,THORNBURG,RD,,KENDALL DR,UNNAMED #146,0,,,,,,,,"LINESTRING (-122.451494629885 37.80185665092429, -122.45137834990773 37.801810754919536)"
19741000,THORNBURG,RD,,START: 0-0 BLOCK,KENDALL DR,0,,,,,,,,"LINESTRING (-122.45221724174402 37.80214186395373, -122.451494629885 37.80185665092429)"
12585000,THORNE,WAY,,BRIDGEVIEW DR,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.39767039684439 37.73350537662256, -122.39713342693378 37.73342675758991)"
12601000,THORNTON,AVE,,MERCURY ST,QUINT ST,0,,,,,,,,"LINESTRING (-122.40127510857025 37.7312124360744, -122.40201296048231 37.731018980144135)"
12590000,THORNTON,AVE,,POMONA ST,CERES ST,15,true,,,,,,,"LINESTRING (-122.3936323487549 37.730849214547696, -122.39414688566957 37.73092198857915)"
12589000,THORNTON,AVE,,LUCY ST,POMONA ST,15,true,,,,,,,"LINESTRING (-122.39324905781851 37.73079500152426, -122.3936323487549 37.730849214547696)"
12593000,THORNTON,AVE,THORNTON,,,15,true,,,,,,,"LINESTRING (-122.3950444835206 37.73104955763404, -122.3951784384984 37.7310686606422)"
12588000,THORNTON,AVE,THORNTON,,,15,true,,,,,,,"LINESTRING (-122.39274721690178 37.73072401849357, -122.39324905781851 37.73079500152426)"
12591000,THORNTON,AVE,THORNTON,,,15,true,,,,,,,"LINESTRING (-122.39414688466958 37.73092198857915, -122.39451748160808 37.73097440260181)"
12599000,THORNTON,AVE,,LEDYARD ST,MERCURY ST,0,,,,,,,,"LINESTRING (-122.40028005068889 37.731473316980406, -122.40111822758898 37.731253567059575)"
12594000,THORNTON,AVE,,TOPEKA AVE,NEPTUNE ST,0,,,,,,,,"LINESTRING (-122.3951784384984 37.73106865964217, -122.39684352222169 37.731308576743686)"
12592000,THORNTON,AVE,,FLORA ST,REDDY ST,15,true,,,,,,,"LINESTRING (-122.39451748160808 37.73097440260181, -122.3950444835206 37.731049556633984)"
12588000,THORNTON,AVE,,LATONA ST,LUCY ST,15,true,,,,,,,"LINESTRING (-122.39274721690178 37.73072401849357, -122.39324905781851 37.73079500152426)"
12603000,THORNTON,AVE,,ELMIRA ST,BAY SHORE BLVD,0,,,,,,,,"LINESTRING (-122.40285290538255 37.73079555222373, -122.40338725431904 37.73065341027436)"
12587000,THORNTON,AVE,,03RD ST,LATONA ST,0,,,,,,,,"LINESTRING (-122.39213341300358 37.730637197456005, -122.39274721690178 37.73072401849357)"
12591000,THORNTON,AVE,,CERES ST,FLORA ST,15,true,,,,,,,"LINESTRING (-122.39414688566957 37.73092198857915, -122.39451748160808 37.73097440260181)"
12597000,THORNTON,AVE,,APOLLO ST,BRIDGEVIEW DR,0,,,,,,,,"LINESTRING (-122.39856956493492 37.731557250848866, -122.39929716481404 37.731662068893236, -122.39941003879302 37.731698155898485)"
12596000,THORNTON,AVE,,VENUS ST,APOLLO ST,0,,,,,,,,"LINESTRING (-122.39768347308218 37.73142959279486, -122.39856956493492 37.731557250848866)"
12592000,THORNTON,AVE,THORNTON,,,15,true,,,,,,,"LINESTRING (-122.39451748160808 37.73097440260181, -122.3950444835206 37.73104955763404)"
